px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_gt	py_gt	v_gt	yaw_gt	yawrate_gt	vx_gt	vy_gt	NIS_laser	NIS_radar
19.985	9.58725	4.65837	1.22675	0.406376	19.6163	9.76606	19.9093	9.67795	4.86493	1.29407	0.503383	1.32916	4.67984	2.97818	2.76733
20.0725	9.8267	4.69038	1.24724	0.406402	20.1573	9.90876	19.9728	9.91275	4.86127	1.31923	0.506127	1.21005	4.70826	0.733065	2.76733
20.1333	10.0745	4.73033	1.27375	0.409456	19.1911	11.5493	20.0303	10.1489	4.85769	1.34454	0.508793	1.08972	4.73389	0.733065	7.13312
20.1825	10.3455	4.78438	1.3088	0.423987	20.166	10.4687	20.0818	10.3863	4.85421	1.36998	0.511377	0.968259	4.75666	0.942987	7.13312
20.2012	10.5783	4.74318	1.35237	0.455886	19.6775	10.803	20.1271	10.6247	4.85081	1.39555	0.513881	0.845742	4.77652	0.942987	3.17391
20.2599	10.8517	4.80538	1.37884	0.459157	20.371	11.0109	20.1663	10.864	4.84751	1.42124	0.516304	0.722256	4.7934	2.01826	3.17391
20.2892	11.1067	4.83157	1.40862	0.464529	19.4335	12.3402	20.1993	11.1041	4.84431	1.44706	0.518645	0.597892	4.80727	2.01826	4.91156
20.3233	11.3467	4.83291	1.43273	0.465402	20.3164	11.3483	20.2261	11.3449	4.8412	1.47299	0.520904	0.472738	4.81807	0.00292214	4.91156
20.2742	11.5907	4.7725	1.502	0.531378	19.2063	12.2418	20.2466	11.5861	4.8382	1.49904	0.523081	0.346889	4.82575	0.00292214	11.5317
20.3443	11.8344	4.7917	1.50875	0.51135	20.6141	11.9422	20.2608	11.8275	4.83529	1.52519	0.525176	0.220439	4.83027	4.46235	11.5317
20.3677	12.069	4.81219	1.51937	0.484477	19.966	11.9688	20.2687	12.0692	4.83249	1.55145	0.527187	0.093487	4.83159	4.46235	3.37228
20.3549	12.3563	4.87938	1.55666	0.496668	20.3263	12.4966	20.2701	12.3108	4.8298	1.57781	0.529115	-0.0338694	4.82968	1.23348	3.37228
20.3078	12.5927	4.83454	1.61099	0.541659	20.0192	12.4823	20.2652	12.5522	4.82722	1.60426	0.53096	-0.161529	4.82451	1.23348	3.72993
20.3318	12.8344	4.83658	1.62466	0.528377	20.498	12.8924	20.254	12.7933	4.82474	1.63081	0.532721	-0.28939	4.81605	1.65306	3.72993
20.319	13.0649	4.81436	1.652	0.533113	20.9151	12.2555	20.2363	13.0339	4.82237	1.65745	0.534397	-0.417348	4.80428	1.65306	2.13271
20.2841	13.28	4.7783	1.68157	0.53645	20.1943	13.1688	20.2122	13.2738	4.82012	1.68417	0.53599	-0.545298	4.78918	1.07644	2.13271
20.2451	13.5138	4.77763	1.7099	0.535851	19.858	13.5236	20.1818	13.5129	4.81798	1.71097	0.537498	-0.673135	4.77072	1.07644	1.28043
20.2237	13.7739	4.81224	1.73221	0.530998	20.3245	13.8896	20.1449	13.7509	4.81595	1.73784	0.53892	-0.800753	4.74892	1.23892	1.28043
20.1685	14.0004	4.79048	1.7683	0.546738	20.3387	13.5307	20.1017	13.9878	4.81404	1.76479	0.540258	-0.928043	4.72374	1.23892	0.981219
20.1127	14.2568	4.82536	1.79798	0.548574	20.1216	14.337	20.0521	14.2233	4.81225	1.7918	0.54151	-1.0549	4.69521	0.367075	0.981219
20.0409	14.4849	4.81961	1.83059	0.553827	19.6717	14.4038	19.9962	14.4573	4.81058	1.81888	0.542677	-1.18121	4.66331	0.367075	1.43306
19.9325	14.7405	4.86747	1.87357	0.568122	19.781	14.773	19.934	14.6897	4.80903	1.84601	0.543759	-1.30687	4.62805	1.39271	1.43306
19.8651	14.9579	4.85048	1.89363	0.553207	20.1149	14.0165	19.8655	14.9202	4.80759	1.8732	0.544754	-1.43177	4.58944	1.39271	3.3095
19.8324	15.177	4.8188	1.90488	0.537713	20.0208	15.2053	19.7908	15.1486	4.80628	1.90044	0.545663	-1.55581	4.54751	1.9986	3.3095
19.7028	15.3873	4.7866	1.97328	0.60903	20.0157	15.3443	19.7099	15.3749	4.80509	1.92772	0.546486	-1.67887	4.50226	1.9986	8.41774
19.6722	15.5774	4.71481	1.98212	0.589037	19.9131	15.554	19.6229	15.5989	4.80403	1.95504	0.547223	-1.80085	4.45372	3.34445	8.41774
19.578	15.782	4.69939	2.01027	0.58691	19.9388	15.0864	19.5298	15.8203	4.80309	1.98241	0.547873	-1.92164	4.40193	3.34445	1.30805
19.4739	15.9965	4.70501	2.03967	0.586885	19.4748	16.0098	19.4307	16.039	4.80227	2.0098	0.548437	-2.04114	4.3469	0.00993934	1.30805
19.3716	16.2039	4.70492	2.05909	0.56753	19.1556	16.0022	19.3257	16.2549	4.80158	2.03722	0.548915	-2.15925	4.28868	0.00993934	1.71329
19.2616	16.3823	4.66344	2.089	0.569615	19.238	16.2719	19.2148	16.4679	4.80101	2.06467	0.549305	-2.27586	4.22731	0.698955	1.71329
19.1438	16.5786	4.65612	2.11915	0.573085	19.4007	16.2962	19.0981	16.6777	4.80057	2.09213	0.549609	-2.39087	4.16284	0.698955	0.280478
19.0127	16.7894	4.6803	2.14843	0.573347	19.0029	16.8387	18.9757	16.8841	4.80025	2.11961	0.549826	-2.50418	4.0953	0.146232	0.280478
18.8569	16.9824	4.69093	2.20283	0.620407	18.8373	17.7112	18.8477	17.0872	4.80006	2.1471	0.549957	-2.61571	4.02476	0.146232	6.82547
18.6831	17.2184	4.78191	2.23739	0.622474	18.6148	17.3832	18.7142	17.2866	4.8	2.1746	0.55	-2.72534	3.95127	1.871	6.82547
18.5784	17.4206	4.76817	2.23036	0.5584	18.8177	17.0316	18.5752	17.4822	4.80006	2.2021	0.549957	-2.83299	3.87489	1.871	5.86162
18.364	17.6129	4.82929	2.27748	0.57582	18.1023	17.5529	18.4309	17.674	4.80025	2.2296	0.549826	-2.93858	3.79568	3.95326	5.86162
18.2275	17.8029	4.8209	2.28489	0.538362	18.2749	17.4877	18.2814	17.8617	4.80057	2.25709	0.549609	-3.042	3.71372	3.95326	2.54159
18.0939	17.9884	4.80481	2.30301	0.530235	18.2094	18.0461	18.1268	18.0453	4.80101	2.28457	0.549305	-3.14318	3.62906	0.891986	2.54159
17.9191	18.1444	4.78982	2.3431	0.55187	18.3021	17.498	17.9671	18.2246	4.80158	2.31204	0.548915	-3.24204	3.5418	0.891986	1.84845
17.7867	18.2867	4.72176	2.36545	0.547865	17.9018	18.2183	17.8026	18.3994	4.80227	2.33948	0.548437	-3.3385	3.45199	1.06751	1.84845
17.6533	18.4672	4.70595	2.37405	0.523601	18.8558	18.1364	17.6334	18.5697	4.80309	2.3669	0.547873	-3.43247	3.35973	1.06751	6.75864
17.4574	18.6483	4.7543	2.40268	0.52526	17.3845	18.7039	17.4595	18.7353	4.80403	2.3943	0.547223	-3.5239	3.26509	0.502919	6.75864
17.2776	18.7902	4.73856	2.43558	0.535367	17.7945	18.0801	17.281	18.8962	4.80509	2.42166	0.546486	-3.61271	3.16817	0.502919	1.68763
17.1153	18.9264	4.70035	2.46051	0.534124	17.1762	18.8863	17.0983	19.0521	4.80628	2.44898	0.545663	-3.69883	3.06904	0.316873	1.68763
16.9481	19.0964	4.70792	2.47325	0.515396	16.9398	19.7311	16.9113	19.203	4.80759	2.47627	0.544754	-3.78221	2.9678	0.316873	3.14438
16.7307	19.2121	4.71068	2.51317	0.528783	16.5734	19.052	16.7201	19.3488	4.80903	2.5035	0.543759	-3.86278	2.86455	2.6514	3.14438
16.5408	19.3657	4.72826	2.536	0.526906	16.1674	20.2201	16.5251	19.4894	4.81058	2.53069	0.542677	-3.9405	2.75938	2.6514	3.23829
16.315	19.5266	4.79287	2.562	0.525714	16.2338	19.6171	16.3262	19.6246	4.81225	2.55783	0.54151	-4.01531	2.65237	0.880472	3.23829
16.0929	19.6112	4.77432	2.60935	0.553049	16.4366	18.2742	16.1237	19.7545	4.81404	2.5849	0.540258	-4.08716	2.54364	0.880472	9.99504
15.8871	19.755	4.79833	2.62995	0.546039	15.9243	19.8703	15.9176	19.8789	4.81595	2.61191	0.53892	-4.15602	2.43329	0.785813	9.99504
15.6985	19.8782	4.76837	2.63853	0.512553	16.2328	19.2166	15.7082	19.9978	4.81798	2.63886	0.537498	-4.22185	2.32141	0.785813	3.34165
15.4669	20.0307	4.83288	2.65734	0.505139	15.4332	20.1836	15.4956	20.111	4.82012	2.66574	0.53599	-4.28461	2.2081	1.39509	3.34165
15.2556	20.1726	4.85434	2.6691	0.486951	14.3677	21.3406	15.2799	20.2185	4.82237	2.69253	0.534397	-4.34427	2.09347	1.39509	5.80374
15.0662	20.303	4.83931	2.68181	0.476175	15.2016	20.4385	15.0613	20.3203	4.82474	2.71925	0.532721	-4.4008	1.97763	1.93643	5.80374
14.8364	20.3869	4.83873	2.71638	0.48997	14.7476	19.9571	14.84	20.4162	4.82721	2.74589	0.53096	-4.4542	1.86068	1.93643	2.02483
14.6202	20.5055	4.85006	2.73369	0.483046	14.6665	20.6088	14.6161	20.5063	4.8298	2.77244	0.529115	-4.50443	1.74272	0.678888	2.02483
14.3837	20.594	4.86898	2.76675	0.49864	13.841	21.0031	14.3897	20.5904	4.8325	2.79889	0.527187	-4.55149	1.62386	0.678888	1.21103
14.1374	20.6685	4.88476	2.79817	0.50455	14.0521	20.5924	14.1611	20.6686	4.83529	2.82525	0.525176	-4.59537	1.50421	0.692358	1.21103
13.9002	20.7409	4.89454	2.83119	0.51847	13.8232	20.859	13.9304	20.7408	4.8382	2.85151	0.523081	-4.63606	1.38386	0.692358	0.369874
13.6264	20.8056	4.94378	2.86486	0.525097	13.4686	20.7253	13.6977	20.807	4.8412	2.87767	0.520904	-4.67357	1.26294	1.69694	0.369874
13.3772	20.8386	4.95436	2.91355	0.562069	13.8263	20.4261	13.4632	20.8671	4.84431	2.90371	0.518645	-4.70789	1.14153	1.69694	2.56356
13.1319	20.8809	4.95222	2.94531	0.565555	13.1072	20.8294	13.2271	20.9211	4.84751	2.92964	0.516304	-4.73904	1.01975	0.171925	2.56356
12.8988	20.939	4.94571	2.96808	0.56029	13.2669	21.1579	12.9895	20.969	4.85081	2.95546	0.513881	-4.76702	0.897694	0.171925	1.74464
12.7001	20.9831	4.88399	2.99017	0.555813	12.8729	21.0592	12.7506	21.0108	4.85421	2.98115	0.511377	-4.79186	0.775469	1.948	1.74464
12.4462	21.0239	4.90977	3.01857	0.558787	11.5171	21.6724	12.5106	21.0465	4.85769	3.00672	0.508793	-4.81358	0.653175	1.948	2.58386
12.2003	21.0616	4.91819	3.04303	0.555307	12.2062	21.11	12.2695	21.0761	4.86127	3.03216	0.506127	-4.83219	0.530912	0.1285	2.58386
11.9604	21.0818	4.91776	3.07391	0.562928	12.3859	21.1066	12.0276	21.0996	4.86493	3.05747	0.503383	-4.84773	0.408778	0.1285	1.01314
11.7185	21.0538	4.89472	3.11582	0.576552	11.6814	20.8651	11.785	21.117	4.86868	3.08264	0.500558	-4.86022	0.286869	1.98314	1.01314
11.4698	21.0408	4.89751	3.15144	0.584753	11.5265	20.6748	11.5418	21.1283	4.87251	3.10767	0.497655	-4.86971	0.165281	1.98314	1.13149
11.2553	21.0344	4.85277	3.17987	0.584943	11.363	21.0688	11.2982	21.1335	4.87643	3.13255	0.494673	-4.87623	0.0441057	0.711795	1.13149
10.9992	20.9966	4.86909	3.21935	0.596189	10.5558	20.5567	11.0544	21.1327	4.88042	3.15728	0.491613	-4.87982	-0.076565	0.711795	4.21453
10.7903	20.9589	4.81533	3.25425	0.602345	10.8903	20.927	10.8105	21.1259	4.88449	3.18186	0.488475	-4.88053	-0.196643	0.65931	4.21453
10.5433	20.9553	4.8028	3.2653	0.570146	9.30535	21.3896	10.5666	21.1131	4.88862	3.20629	0.48526	-4.8784	-0.31604	0.65931	5.36792
10.2638	20.9809	4.87564	3.2723	0.547465	10.189	21.209	10.3229	21.0943	4.89283	3.23055	0.481969	-4.87349	-0.434674	3.29276	5.36792
10.0256	20.9618	4.8697	3.29274	0.538971	9.97958	21.2932	10.0795	21.0697	4.89711	3.25465	0.478601	-4.86585	-0.552463	3.29276	1.01601
9.83264	20.9219	4.79927	3.32142	0.542234	9.99634	20.9797	9.83658	21.0391	4.90145	3.27858	0.475158	-4.85554	-0.669327	1.68185	1.01601
9.6022	20.91	4.7584	3.32579	0.505433	9.38223	21.111	9.59422	21.0028	4.90586	3.30234	0.47164	-4.84262	-0.785189	1.68185	2.49403
9.40917	20.8573	4.69816	3.35553	0.51106	9.53921	20.8762	9.35258	20.9607	4.91032	3.32592	0.468047	-4.82714	-0.899977	0.994165	2.49403
9.18946	20.8154	4.68488	3.37778	0.508173	9.63392	20.9724	9.11177	20.9128	4.91484	3.34932	0.46438	-4.80919	-1.01362	0.994165	1.47368
8.89652	20.7825	4.78263	3.38954	0.492895	8.70331	20.8221	8.87192	20.8594	4.91942	3.37254	0.46064	-4.78881	-1.12605	2.3394	1.47368
8.6827	20.7039	4.76011	3.42239	0.502231	9.84634	20.009	8.63315	20.8003	4.92404	3.39557	0.456828	-4.76608	-1.2372	2.3394	4.3686
8.40569	20.6199	4.83456	3.44863	0.501919	8.22277	20.4839	8.39557	20.7358	4.92872	3.41841	0.452943	-4.74108	-1.34701	2.80314	4.3686
8.17783	20.5403	4.83701	3.47636	0.506031	8.29647	20.4978	8.1593	20.6657	4.93344	3.44106	0.448987	-4.71387	-1.45542	2.80314	0.0620701
7.93494	20.4599	4.85972	3.49935	0.50335	7.88599	20.45	7.92445	20.5903	4.9382	3.46351	0.444959	-4.68453	-1.56237	0.144048	0.0620701
7.71865	20.3746	4.86385	3.5296	0.515189	8.29081	20.6565	7.69111	20.5096	4.943	3.48576	0.440862	-4.65313	-1.66781	0.144048	3.42174
7.41024	20.3154	4.97944	3.53229	0.490419	7.18029	20.392	7.45939	20.4237	4.94783	3.5078	0.436695	-4.61975	-1.7717	3.59643	3.42174
7.17955	20.2187	4.97441	3.55444	0.485509	7.09214	20.1196	7.22939	20.3326	4.9527	3.52963	0.432459	-4.58448	-1.87399	3.59643	0.246214
6.91458	20.1354	5.02473	3.56673	0.472858	6.81542	20.1859	7.00119	20.2364	4.9576	3.55126	0.428154	-4.54738	-1.97462	0.762942	0.246214
6.69116	20.0433	5.00369	3.58347	0.462673	6.89359	20.1536	6.7749	20.1352	4.96252	3.57266	0.423782	-4.50854	-2.07357	0.762942	0.556099
6.44255	19.9516	5.03194	3.59696	0.452748	6.38914	20.0137	6.55059	20.0292	4.96747	3.59385	0.419343	-4.46805	-2.17079	0.403193	0.556099
6.22727	19.8579	5.00994	3.61413	0.447163	6.67637	20.2142	6.32834	19.9183	4.97244	3.61482	0.414838	-4.42598	-2.26625	0.403193	2.89459
5.96371	19.7639	5.06079	3.62214	0.432274	5.86119	19.8306	6.10823	19.8027	4.97743	3.63556	0.410268	-4.38241	-2.35993	0.922133	2.89459
5.7331	19.6199	5.10512	3.65621	0.451824	5.28178	19.5036	5.89034	19.6824	4.98243	3.65608	0.405632	-4.33744	-2.45178	0.922133	1.81448
5.55548	19.4978	5.04238	3.6845	0.458454	5.69089	19.5755	5.67472	19.5577	4.98744	3.67636	0.400933	-4.29114	-2.5418	1.36218	1.81448
5.35366	19.3494	5.03777	3.716	0.468651	5.9506	18.9859	5.46145	19.4284	4.99246	3.6964	0.39617	-4.24359	-2.62995	1.36218	1.71572
5.14042	19.2477	5.0244	3.72688	0.456567	5.17021	19.4397	5.25059	19.2948	4.99749	3.71621	0.391345	-4.19488	-2.71622	1.99214	1.71572
4.95132	19.1349	4.95912	3.73947	0.440112	5.87397	19.301	5.04219	19.157	5.00251	3.73578	0.386458	-4.1451	-2.80059	1.99214	4.70474
4.78702	18.9851	4.91097	3.77204	0.451425	4.89149	18.982	4.8363	19.015	5.00754	3.7551	0.381509	-4.09432	-2.88305	0.667693	4.70474
4.57773	18.8354	4.94617	3.79582	0.456524	3.98679	19.0452	4.63297	18.8689	5.01256	3.77418	0.376501	-4.04263	-2.96359	0.667693	1.49769
4.39989	18.7042	4.91177	3.81582	0.454356	4.4685	18.834	4.43224	18.7188	5.01757	3.793	0.371433	-3.99012	-3.0422	1.13109	1.49769
4.22006	18.5613	4.86547	3.83265	0.442715	4.69245	18.4634	4.23416	18.5648	5.02257	3.81158	0.366307	-3.93685	-3.11888	1.13109	1.34462
4.0935	18.4074	4.78776	3.86785	0.457304	4.26269	18.481	4.03876	18.4071	5.02756	3.82989	0.361122	-3.88293	-3.19362	1.96688	1.34462
3.90522	18.2365	4.87202	3.90097	0.48097	3.42434	18.8357	3.84606	18.2457	5.03253	3.84795	0.355881	-3.82841	-3.26644	1.96688	7.31664
3.65203	18.0939	4.95047	3.89712	0.451207	3.45919	18.167	3.65611	18.0807	5.03748	3.86574	0.350583	-3.77339	-3.33732	2.6518	7.31664
3.49178	17.9424	4.8812	3.91315	0.438063	4.3011	17.9267	3.46891	17.9122	5.0424	3.88327	0.34523	-3.71795	-3.40627	2.6518	3.37947
3.26585	17.7746	4.94204	3.91969	0.421307	3.12525	17.7493	3.28449	17.7402	5.0473	3.90053	0.339823	-3.66215	-3.47331	1.23325	3.37947
3.08368	17.592	4.99228	3.94642	0.434392	2.65664	17.888	3.10287	17.565	5.05217	3.91752	0.334362	-3.60609	-3.53844	1.23325	2.38125
2.90668	17.4736	4.94944	3.949	0.415808	2.9449	17.8154	2.92405	17.3866	5.057	3.93424	0.328848	-3.54982	-3.60167	6.20575	2.38125
2.75826	17.2595	5.00019	3.99262	0.44914	3.26647	17.0897	2.74805	17.2051	5.0618	3.95068	0.323282	-3.49344	-3.66302	6.20575	3.17687
2.58331	17.0738	5.01109	4.01046	0.444264	2.55407	17.0853	2.57486	17.0205	5.06656	3.96685	0.317665	-3.437	-3.72251	0.0618736	3.17687
2.42281	16.9065	4.94099	4.01863	0.420874	2.55039	16.8884	2.4045	16.833	5.07128	3.98273	0.311998	-3.38059	-3.78014	0.0618736	2.0506
2.25914	16.7341	4.93306	4.03247	0.4137	2.25371	16.8334	2.23695	16.6427	5.07596	3.99833	0.306282	-3.32428	-3.83595	0.525748	2.0506
2.0879	16.5376	4.92426	4.04391	0.397872	1.57735	16.0489	2.07221	16.4497	5.08058	4.01365	0.300517	-3.26812	-3.88995	0.525748	5.00914
1.93114	16.3078	4.96296	4.07068	0.404161	1.88972	16.1054	1.91027	16.254	5.08516	4.02867	0.294705	-3.21219	-3.94216	2.22655	5.00914
1.77893	16.1308	4.91451	4.07895	0.386259	1.74362	16.2687	1.75112	16.0557	5.08968	4.04341	0.288846	-3.15656	-3.99261	2.22655	1.11503
1.57649	15.9608	4.94801	4.07236	0.35927	1.44745	16.0853	1.59474	15.8549	5.09414	4.05785	0.282942	-3.10129	-4.04132	1.92884	1.11503
1.44474	15.7316	5.00292	4.10784	0.38474	1.6097	15.5526	1.44111	15.6517	5.09855	4.07199	0.276993	-3.04644	-4.08832	1.92884	1.89106
1.27214	15.5133	5.04683	4.11908	0.375849	1.18395	15.4284	1.29021	15.4463	5.10289	4.08584	0.271	-2.99207	-4.13364	0.836323	1.89106
1.11886	15.32	5.02947	4.12732	0.362468	0.828993	15.528	1.14201	15.2386	5.10717	4.09939	0.264964	-2.93825	-4.1773	0.836323	1.04832
0.908694	15.1004	5.11016	4.12293	0.338175	0.722706	15.0075	0.996486	15.0288	5.11138	4.11264	0.258887	-2.88503	-4.21933	2.56312	1.04832
0.768041	14.9194	5.03919	4.12708	0.318282	1.03147	15.2134	0.853604	14.8169	5.11551	4.12559	0.252769	-2.83246	-4.25977	2.56312	2.67984
0.661893	14.7056	5.01207	4.15419	0.330113	0.737301	14.7047	0.71333	14.603	5.11958	4.13823	0.246611	-2.78061	-4.29864	0.357896	2.67984
0.546393	14.4659	5.05719	4.18585	0.351229	0.722177	14.2445	0.575628	14.3872	5.12357	4.15056	0.240414	-2.72952	-4.33598	0.357896	1.61457
0.372914	14.2431	5.10571	4.18748	0.334215	0.253435	14.2029	0.440459	14.1696	5.12748	4.16258	0.234179	-2.67925	-4.37181	0.969183	1.61457
0.24663	13.9923	5.19365	4.2174	0.357248	-0.0328023	13.9604	0.307779	13.9502	5.13132	4.17429	0.227907	-2.62984	-4.40617	0.969183	2.9999
0.224876	13.746	5.12242	4.27323	0.397272	0.459172	13.6856	0.177545	13.7292	5.13507	4.18568	0.221599	-2.58135	-4.43909	3.68409	2.9999
0.118361	13.5033	5.16751	4.29849	0.407528	0.0524412	13.6377	0.0497099	13.5065	5.13873	4.19676	0.215255	-2.53381	-4.47061	3.68409	1.04027
-0.0447689	13.2718	5.21253	4.29572	0.382773	-0.190344	13.2856	-0.0757753	13.2823	5.14231	4.20752	0.208879	-2.48728	-4.50075	1.35259	1.04027
-0.160444	13.0531	5.16449	4.30302	0.365511	-0.275043	13.1456	-0.198962	13.0566	5.14579	4.21797	0.202468	-2.44179	-4.52955	1.35259	1.0956
-0.171061	12.829	5.07838	4.352	0.399035	0.0462308	12.9301	-0.319903	12.8295	5.14919	4.22809	0.196027	-2.39739	-4.55704	3.48222	1.0956
-0.285858	12.6031	5.03667	4.35538	0.375477	-0.684792	12.3563	-0.438654	12.6011	5.15249	4.23789	0.189554	-2.35412	-4.58326	3.48222	3.41497
-0.402701	12.3671	5.05869	4.36242	0.362773	-0.476482	12.3633	-0.555273	12.3714	5.15569	4.24737	0.183051	-2.31202	-4.60823	0.344297	3.41497
-0.520486	12.1581	5.01841	4.36079	0.338304	-0.972122	12.5207	-0.669818	12.1404	5.1588	4.25652	0.176519	-2.27111	-4.63198	0.344297	3.84414
-0.599103	11.939	4.99433	4.3775	0.338525	-0.582624	12.0386	-0.78235	11.9083	5.1618	4.26535	0.169959	-2.23144	-4.65456	0.531871	3.84414
-0.718964	11.7106	4.99182	4.376	0.316184	-1.26757	11.6495	-0.892931	11.6751	5.16471	4.27385	0.163373	-2.19304	-4.67598	0.531871	2.90909
-0.908354	11.465	5.07463	4.35078	0.271585	-1.17212	11.3988	-1.00163	11.4409	5.16751	4.28201	0.156761	-2.15594	-4.69628	4.59177	2.90909
-1.00512	11.2405	5.01005	4.35267	0.251007	-0.891441	10.959	-1.1085	11.2057	5.1702	4.28985	0.150124	-2.12017	-4.71549	4.59177	3.15021
-1.17901	11.0114	5.06046	4.33054	0.213936	-1.39289	11.0424	-1.21362	10.9695	5.17278	4.29736	0.143463	-2.08575	-4.73364	2.91224	3.15021
-1.262	10.767	5.09728	4.35078	0.229419	-1.29894	10.9012	-1.31706	10.7324	5.17526	4.30453	0.136779	-2.05273	-4.75075	2.91224	1.01003
-1.39268	10.5121	5.14534	4.34804	0.214034	-1.49687	10.4198	-1.41889	10.4945	5.17763	4.31137	0.130074	-2.02111	-4.76686	1.12131	1.01003
-1.48214	10.2507	5.19502	4.36513	0.22473	-1.59293	10.0212	-1.51917	10.2559	5.17988	4.31787	0.123349	-1.99093	-4.78198	1.12131	1.25245
-1.58178	10.04	5.16202	4.36749	0.215911	-1.61875	10.2374	-1.61797	10.0165	5.18202	4.32404	0.116604	-1.96221	-4.79615	2.1088	1.25245
-1.66854	9.81136	5.12696	4.3738	0.208333	-1.59702	9.96554	-1.71539	9.77637	5.18405	4.32987	0.10984	-1.93498	-4.80939	2.1088	0.594214
-1.74597	9.59089	5.09592	4.38426	0.208735	-1.73381	9.71347	-1.81147	9.53564	5.18596	4.33536	0.10306	-1.90924	-4.82172	0.795045	0.594214
-1.85577	9.33955	5.15024	4.38773	0.205033	-2.27191	9.37316	-1.90631	9.29431	5.18775	4.34052	0.0962627	-1.88502	-4.83316	0.795045	2.63293
-1.94104	9.04693	5.2136	4.40157	0.208046	-1.93833	8.77028	-1.99998	9.05243	5.18942	4.34533	0.0894504	-1.86233	-4.84374	3.99637	2.63293
-2.0248	8.82502	5.15405	4.40269	0.19313	-1.96565	9.13274	-2.09256	8.81003	5.19097	4.3498	0.0826241	-1.8412	-4.85347	3.99637	1.94544
-2.12269	8.5726	5.17643	4.40515	0.185394	-2.1768	8.5411	-2.18412	8.56717	5.19241	4.35393	0.0757847	-1.82164	-4.86238	0.233174	1.94544
-2.24888	8.3191	5.21161	4.39516	0.163598	-2.65862	8.19477	-2.27474	8.32388	5.19372	4.35772	0.0689333	-1.80365	-4.87047	0.233174	3.09329
-2.29897	8.08572	5.17315	4.41354	0.174632	-2.21875	8.15339	-2.3645	8.0802	5.19491	4.36117	0.062071	-1.78726	-4.87778	0.640174	3.09329
-2.36177	7.87383	5.10695	4.42149	0.171774	-2.273	8.52315	-2.45348	7.83617	5.19597	4.36427	0.0551989	-1.77248	-4.8843	0.640174	5.48798
-2.47564	7.6219	5.14429	4.41477	0.155471	-2.59674	7.60288	-2.54177	7.59184	5.19691	4.36703	0.0483182	-1.75931	-4.89006	0.898179	5.48798
-2.63251	7.38831	5.13498	4.38084	0.100451	-3.08256	7.38874	-2.62944	7.34723	5.19773	4.36945	0.0414297	-1.74777	-4.89507	0.898179	6.36945
-2.73756	7.13124	5.16869	4.37875	0.0927529	-2.79865	7.064	-2.71658	7.10238	5.19842	4.37152	0.0345348	-1.73786	-4.89933	0.46951	6.36945
-2.8023	6.89762	5.15409	4.39265	0.106194	-2.79412	7.20818	-2.80326	6.85734	5.19899	4.37325	0.0276344	-1.72958	-4.90286	0.46951	1.44401
-2.84609	6.68975	5.07961	4.40835	0.117431	-2.74651	6.86867	-2.88957	6.61214	5.19943	4.37463	0.0207296	-1.72295	-4.90566	2.31784	1.44401
-2.90951	6.46897	5.00232	4.40798	0.100154	-2.57673	6.36755	-2.97559	6.36681	5.19975	4.37567	0.0138215	-1.71797	-4.90774	2.31784	4.1007
-2.96574	6.23226	4.98657	4.41962	0.10706	-2.90217	6.22989	-3.0614	6.12139	5.19994	4.37636	0.00691132	-1.71464	-4.90911	0.231049	4.1007
-3.08388	5.98511	5.03439	4.40865	0.0906609	-3.50172	6.10796	-3.14709	5.87592	5.2	4.3767	-1.76894e-16	-1.71297	-4.90976	0.231049	3.65978
-3.16792	5.71021	5.08805	4.41271	0.0897466	-3.1778	5.53101	-3.23274	5.63043	5.19994	4.3767	-0.00691132	-1.71295	-4.9097	1.7121	3.65978
-3.27659	5.46358	5.0855	4.3956	0.0558536	-3.19736	5.19093	-3.31843	5.38496	5.19975	4.37636	-0.0138215	-1.71458	-4.90893	1.7121	2.623
-3.37336	5.20131	5.12751	4.39357	0.050693	-3.43031	5.10507	-3.40424	5.13955	5.19943	4.37567	-0.0207296	-1.71787	-4.90745	0.689629	2.623
-3.44395	4.95577	5.13023	4.40217	0.0599192	-3.4281	4.94644	-3.49026	4.89422	5.19899	4.37463	-0.0276344	-1.72281	-4.90525	0.689629	0.10317
-3.55877	4.67668	5.20806	4.39492	0.0494005	-3.69435	4.52196	-3.57657	4.64902	5.19842	4.37325	-0.0345348	-1.72939	-4.90233	2.34271	0.10317
-3.6692	4.42351	5.21465	4.37715	0.0158217	-3.50501	4.17643	-3.66325	4.40398	5.19773	4.37152	-0.0414297	-1.73763	-4.89868	2.34271	2.5671
-3.80154	4.15124	5.29009	4.36403	0.00213157	-4.00238	4.04684	-3.75039	4.15913	5.19691	4.36945	-0.0483182	-1.74749	-4.8943	2.81513	2.5671
-3.88477	3.91072	5.28021	4.37013	0.0137154	-4.06447	4.10977	-3.83806	3.91452	5.19597	4.36703	-0.0551989	-1.75899	-4.88918	2.81513	1.05532
-3.9566	3.67846	5.24216	4.37476	0.0172905	-3.88053	3.75177	-3.92635	3.67019	5.19491	4.36427	-0.062071	-1.77212	-4.8833	0.605661	1.05532
-4.05886	3.47206	5.18208	4.35823	-0.0109982	-4.23729	3.88878	-4.01533	3.42616	5.19372	4.36117	-0.0689333	-1.78686	-4.87666	0.605661	4.41098
